RADICADO,FECHA 1,HORA,DÍA DE LA SEMANA,CLASE,DIRECCIÓN,GRAVEDAD,BARRIO,DISEÑO
6280,2008-04-12,9:30:00,SABADO,VOLCAMIENTO,VIA MEDELLIN - STA BARBARA,DAÑOS,EL SESENTA,TRAMO DE VIA
6281,2008-04-10,11:00:00,JUEVES,CHOQUE,VIA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6282,2008-04-10,4:30:00,JUEVES,CHOQUE,VIA MEDELLIN - LA PINTADA,DAÑOS,EL SESENTA,TRAMO DE VIA
6283,2008-04-11,5:45:00,VIERNES,ATROPELLO,VIA PRIMAVERA - AMAGA,HERIDOS,LA QUIEBRA,TRAMO DE VIA
6284,2008-04-12,4:30:00,SABADO,CHOQUE,VIA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6285,2008-04-07,7:00:00,LUNES,VOLCAMIENTO,CRA 48 X CALLE 134 SUR,HERIDOS,HOSPITAL,INTERSECCION
6286,2008-04-13,6:00:00,DOMINGO,VOLCAMIENTO,CRA 50 PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
6287,2008-04-13,10:00:00,DOMINGO,CHOQUE,CRA 45 X CALLE 130 SUR VARIANTE DE CALDAS,MUERTOS,LA VARIANTE,TRAMO DE VIA
6288,2008-04-13,7:00:00,DOMINGO,ATROPELLO,CALLE 138 SUR ENTRE CRA 49 Y 50,HERIDOS,FELIPE ECHAVARRIA,TRAMO DE VIA
6289,2008-04-13,7:00:00,DOMINGO,VOLCAMIENTO,CRA 45 X CALLE 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6290,2008-04-05,9:30:00,SABADO,CHOQUE,CRA 50 X CALLE 129 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6291,2008-04-04,11:00:00,VIERNES,CHOQUE,VEREDA LA SALADA,DAÑOS,LA SALADA,TRAMO DE VIA
6292,2008-04-15,6:05:00,MARTES,ATROPELLO,CRA 50 TRAMO SIN DEFINIR,HERIDOS,PRIMAVERA,TRAMO DE VIA
6293,2008-03-30,12:30:00,DOMINGO,CHOQUE,CRA45 X CALLE 128 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6294,2008-04-17,11:30:00,JUEVES,CHOQUE,VIA DEDELLIN  - PINTADA,DAÑOS,EL SESENTA,TRAMO DE VIA
6295,2008-04-17,5:20:00,JUEVES,CHOQUE,VIA MEDELLIN - PINTADA,DAÑOS,EL SESENTA,TRAMO DE VIA
6296,2008-04-18,9:50:00,VIERNES,CHOQUE,CALLE 128 SUR Nº 49 - 59,DAÑOS,CENTRO,TRAMO DE VIA
6297,2008-04-18,7:30:00,VIERNES,CHOQUE,CRA 50 X CALLE 142 SUR BARRIO LOS CEREZOS,DAÑOS,LOS CEREZOZ,TRAMO DE VIA
6298,2008-04-19,6:15:00,SABADO,CHOQUE,CRA 50 Nº 110 SUR 214,MUERTOS,LA RAYA,TRAMO DE VIA
6299,2008-04-19,8:30:00,SABADO,CHOQUE,CRA 50 X CALLE 135 SUR,DAÑOS,HOSPITAL,TRAMO DE VIA
6300,2008-04-19,1:00:00,SABADO,VOLCAMIENTO,CALLE 128 SUR X CRA 46,HERIDOS,CENTRO,TRAMO DE VIA
6301,2008-04-21,11:10:00,LUNES,CHOQUE,CALLE 133 SUR X CRA 50,DAÑOS,CENTRO,TRAMO DE VIA
6302,2008-04-21,9:30:00,LUNES,VOLCAMIENTO,CRA 50 X CALLE 113 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6303,2008-04-21,11:30:00,LUNES,CHOQUE,VIA AMAGA - CALDAS,DAÑOS,SALINAS,TRAMO DE VIA
6304,2008-04-22,5:00:00,MARTES,CHOQUE,JURISDICCION EL COMINO VIA AL SESENTA,DAÑOS,EL SESENTA,TRAMO DE VIA
6305,2008-04-26,1:30:00,SABADO,CHOQUE,VIA PINTADA - CALDAS SECTOR EL SESENTA,DAÑOS,EL SESENTA,TRAMO DE VIA
6306,2008-04-26,9:30:00,SABADO,ATROPELLO,CRA 50 X CALLE  127 SUR ESQUINA,HERIDOS,CENTRO,INTERSECCION
6307,2008-04-28,2:00:00,LUNES,CHOQUE,CRA 50 Nº 110 SUR 210 SECTOR EL POMBAL,MUERTOS,LA RAYA,TRAMO DE VIA
6308,2008-04-29,10:30:00,MARTES,CHOQUE,CRA 50 X CALLE 135 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6309,2008-04-29,7:00:00,MARTES,VOLCAMIENTO,CRA50 X CALLE 122 SUR LAS MARGARITAS,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
6310,2008-04-29,7:30:00,MARTES,ATROPELLO,CRA 49 x calle 135 SUR,HERIDOS,HOSPITAL,TRAMO DE VIA
6311,2008-04-30,9:00:00,MIERCOLES,CHOQUE,VIA ACALDAS A ANGELOPOLIS,DAÑOS,EL RAIZAL,TRAMO DE VIA
6312,2008-04-30,1:00:00,MIERCOLES,ATROPELLO,CRA 49 ENTRE CALLES 130 Y 131 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6313,2008-03-04,11:30:00,MARTES,CHOQUE,CRA 45  SECTOR LAS VEGAS,DAÑOS,LA VARIANTE,TRAMO DE VIA
6314,2008-04-24,12:00:00,JUEVES,CHOQUE,VEREDA LA CORRALA,DAÑOS,LA CORRALITA,TRAMO DE VIA
6315,2008-04-16,3:30:00,MIERCOLES,VOLCAMIENTO,CRA 45 X CALLE 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6316,2008-04-20,4:05:00,DOMINGO,CHOQUE,CRA 52 X CALLE 131 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6317,2008-04-18,6:05:00,VIERNES,CHOQUE,CRA 50 X CALLE 131 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6318,2008-03-24,1:15:00,LUNES,CHOQUE,CRA 50 X CALLE 128 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6319,2008-04-24,11:40:00,JUEVES,CHOQUE,CALLE 129 X CRA 49,DAÑOS,CENTRO,TRAMO DE VIA
6320,2008-04-18,3:15:00,VIERNES,CHOQUE,via angelopolis,HERIDOS,EL RAIZAL,TRAMO DE VIA
6321,2008-04-30,5:30:00,MIERCOLES,VOLCAMIENTO,CRA 50 X CALLE 107 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6322,2008-05-01,7:00:00,JUEVES,VOLCAMIENTO,VIA MEDELLIN  - PINTADA,DAÑOS,EL SESENTA,TRAMO DE VIA
6323,2008-05-02,2:00:00,VIERNES,CHOQUE,VIA AMAGA PEAJE DE SALINAS,DAÑOS,SALINAS,TRAMO DE VIA
6324,2008-05-03,9:00:00,SABADO,ATROPELLO,LA VARIANTE X CALLE 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6325,2008-05-04,2:40:00,DOMINGO,CHOQUE,CRA 50 Cº 145 455,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
6326,2008-05-04,9:40:00,DOMINGO,CHOQUE,VIA AMAGA REF PEAJE,HERIDOS,SALINAS,TRAMO DE VIA
6327,2008-05-04,2:00:00,DOMINGO,CHOQUE,CALLE 131 SUR X CRA 52,HERIDOS,CENTRO,INTERSECCION
6328,2008-04-18,4:30:00,VIERNES,VOLCAMIENTO,PARQUEADERO LA PLAYITA,HERIDOS,CENTRO,INTERSECCION
6329,2008-05-06,5:50:00,MARTES,CHOQUE,CRA 53 X CALLE 129 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6330,2008-05-06,9:30:00,MARTES,VOLCAMIENTO,FRENTE A LA DIR CRA 59 X CALLE 128 SUR,HERIDOS,LA VALERIA,INTERSECCION
6331,2008-05-07,10:00:00,MIERCOLES,VOLCAMIENTO,CRA 50 X CALLE 126 SUR,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
6332,2008-05-08,3:40:00,JUEVES,CHOQUE,CRA 50 X CALLE 140 SUR,DAÑOS,LOS CEREZOZ,TRAMO DE VIA
6333,2008-05-10,8:40:00,SABADO,ATROPELLO,CRA 50 X  CALLE 128 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6334,2008-05-10,5:30:00,SABADO,CHOQUE,CRA 45 X CALLE 128 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6335,2008-05-10,2:00:00,SABADO,VOLCAMIENTO,CRA 50 X CALLE 122 SUR,DAÑOS,LAS MARGARITAS,TRAMO DE VIA
6336,2008-04-29,3:10:00,MARTES,CHOQUE,VEREDA SALINAS,DAÑOS,SALINAS,TRAMO DE VIA
6337,2008-05-11,11:00:00,DOMINGO,VOLCAMIENTO,LA PLANTA,HERIDOS,LA VALERIA,TRAMO DE VIA
6338,2008-05-12,8:10:00,LUNES,ATROPELLO,CRA 50 X CALLE 110 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6339,2008-05-12,1:30:00,LUNES,VOLCAMIENTO,VIA LA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6340,2008-04-30,5:50:00,MIERCOLES,ATROPELLO,CRA 50 X CALLE 107 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6341,2008-05-12,11:50:00,LUNES,VOLCAMIENTO,CRA 48 X CALLE 135 SUR,HERIDOS,HOSPITAL,TRAMO DE VIA
6342,2008-03-13,10:15:00,JUEVES,CAIDA OCUPANTE,cra 50 x calle108 sur,HERIDOS,LA RAYA,TRAMO DE VIA
6343,2008-05-14,9:30:00,MIERCOLES,CHOQUE,VIA MEDELLINN - VERSALLES,DAÑOS,EL SESENTA,TRAMO DE VIA
6344,2008-05-14,12:30:00,MIERCOLES,CHOQUE,CRA 45 X CALLE 128 SUR,HERIDOS,LA VARIANTE,INTERSECCION
6345,2008-05-14,7:00:00,MIERCOLES,ATROPELLO,CRA 45 X CALLE 135 SUR,HERIDOS,HOSPITAL,TRAMO DE VIA
6346,2008-05-17,2:35:00,SABADO,CHOQUE,CRA 48 X CALLE 1356 SUR,HERIDOS,HOSPITAL,TRAMO DE VIA
6347,2008-05-17,1:15:00,SABADO,VOLCAMIENTO,CRA 50 X CALLE 114 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6348,2008-05-17,7:20:00,SABADO,CHOQUE,CRA 51 X CALLE 117,DAÑOS,LA RAYA,TRAMO DE VIA
6349,2008-05-18,2:20:00,DOMINGO,CHOQUE,CRA 51 X CALLE 131 SUR,DAÑOS,CENTRO,INTERSECCION
6350,2008-05-19,4:00:00,LUNES,VOLCAMIENTO,CRA 50 X CALLE 111 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6351,2008-05-20,9:00:00,MARTES,CHOQUE,CRA 50 X CALLE 119 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6352,2008-05-20,11:30:00,MARTES,CHOQUE,VEREDA LA MIEL ENFRENTE DE UN LOTE SIN NOMENCLATURA,DAÑOS,LA MIEL,TRAMO DE VIA
6353,2008-05-20,1:00:00,MARTES,ATROPELLO,CRA 45 X CALLE 127 SUR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
6354,2008-05-21,5:40:00,MIERCOLES,VOLCAMIENTO,CRA 50 X CALLE 128 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6355,2008-05-21,5:30:00,MIERCOLES,CHOQUE,CALLE 140 SUR Nº 47 68,DAÑOS,LA ACUARELA,TRAMO DE VIA
6356,2008-05-23,9:40:00,VIERNES,VOLCAMIENTO,EL SESENTA VIA MEDELLIN  PINTADA,DAÑOS,EL SESENTA,TRAMO DE VIA
6357,2008-05-23,9:00:00,VIERNES,VOLCAMIENTO,CRA 51X CLL 124 SUR  BELLAVISTA,HERIDOS,BELLAVISTA,TRAMO DE VIA
6358,2008-05-23,9:00:00,VIERNES,VOLCAMIENTO,CR 50 X CLL 136 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6359,2008-05-23,10:30:00,VIERNES,VOLCAMIENTO,CR 52 X CL135 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6360,2008-05-25,10:00:00,DOMINGO,CHOQUE,cra 40 N1 124 SUR 51,HERIDOS,LA MIEL,TRAMO DE VIA
6361,2008-05-24,2:15:00,SABADO,CHOQUE,cra 48 x cl 134 sur,HERIDOS,CENTRO,INTERSECCION
6362,2008-05-24,3:00:00,SABADO,ATROPELLO,CRA 50 X CLL 127 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6363,2008-05-25,10:20:00,DOMINGO,CHOQUE,CL 122SUR X CRA 54,DAÑOS,DESCONOCIDO,TRAMO DE VIA
6364,2008-05-25,1:00:00,DOMINGO,CHOQUE,CR51 X CALL 128 SUR,DAÑOS,CENTRO,INTERSECCION
6365,2008-05-25,5:00:00,DOMINGO,VOLCAMIENTO,CR 50 X CL 138 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6366,2008-05-25,7:00:00,DOMINGO,CHOQUE,LA VARIANTE REF: EL VENTILADOR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6367,2008-05-25,3:00:00,DOMINGO,CHOQUE,CR 50 X  CL 128 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6368,2008-05-11,4:30:00,DOMINGO,ATROPELLO,VEREDA LA VALERIA,HERIDOS,LA VALERIA,TRAMO DE VIA
6369,2008-05-11,1:20:00,DOMINGO,VOLCAMIENTO,CR 50 X CL 136 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6370,2008-04-24,5:05:00,JUEVES,ATROPELLO,VICTIMA LLEVADA AL HOSPITAL POR POLICIA DE LA VIGILANCIA,HERIDOS,DESCONOCIDO,TRAMO DE VIA
6371,2008-05-11,4:30:00,DOMINGO,ATROPELLO,VEREDA LA VALERIA,HERIDOS,LA VALERIA,TRAMO DE VIA
6372,2008-05-19,10:00:00,LUNES,CHOQUE,CRA 49 X CLE 128 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6373,2008-05-25,5:00:00,DOMINGO,ATROPELLO,CR 50 X CL 131 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6374,2008-05-25,3:45:00,DOMINGO,CHOQUE,CR 48 X CL 108 C SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6375,2008-05-26,9:20:00,LUNES,VOLCAMIENTO,CR 48 X CL 108 C SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6376,2008-05-26,1:30:00,LUNES,CHOQUE,VIA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6377,2008-05-26,5:30:00,LUNES,OTRO,CR 46 X CL 128 SUR,HERIDOS,ANDA LUCIA,TRAMO DE VIA
6378,2008-05-26,12:00:00,LUNES,ATROPELLO,VARIANTE A LA ALTURA DEL ESTEDIO DE FUTBOL,HERIDOS,LA VARIANTE,TRAMO DE VIA
6379,2008-05-27,8:30:00,MARTES,CAIDA OCUPANTE,cr 50 x cl 122 sur,HERIDOS,LA RAYA,TRAMO DE VIA
6380,2008-05-31,2:00:00,SABADO,ATROPELLO,CL 140 SUR X CRA 50,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
6381,2008-05-31,7:20:00,SABADO,ATROPELLO,"TRAMO SIN DEFINIR , UN PREDIO RURAL",HERIDOS,DESCONOCIDO,TRAMO DE VIA
6382,2008-06-01,9:30:00,DOMINGO,CHOQUE,cr 50 x cl 113 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6383,2008-06-01,12:50:00,DOMINGO,CHOQUE,CR 50 X CL 132 SUR,DAÑOS,CENTRO,INTERSECCION
6384,2008-06-02,7:00:00,LUNES,CHOQUE,VIA MEDELLIN - LA PINTADA,HERIDOS,EL SESENTA,TRAMO DE VIA
6385,2008-06-03,12:40:00,MARTES,VOLCAMIENTO,CR 45 X CL 117 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6386,2008-06-04,1:00:00,MIERCOLES,CHOQUE,VIA CALDAS - AMAGA SECTOR SALINAS,DAÑOS,SALINAS,TRAMO DE VIA
6387,2008-06-04,11:30:00,MIERCOLES,CHOQUE,CR 50 X CL 138 SUR,DAÑOS,LOS CEREZOZ,TRAMO DE VIA
6388,2008-06-07,6:50:00,SABADO,CHOQUE,CR 48 X CL 128 SUR,DAÑOS,CENTRO,INTERSECCION
6389,2008-06-07,7:30:00,SABADO,VOLCAMIENTO,CRA 45 PASO POR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
6390,2008-06-06,6:05:00,VIERNES,ATROPELLO,CRA 45 ENTRE CALLES 133 SUR Y 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6391,2008-04-24,3:20:00,JUEVES,VOLCAMIENTO,VARIANTE CALDAS,DAÑOS,LA VARIANTE,TRAMO DE VIA
6392,2008-06-08,1:00:00,DOMINGO,VOLCAMIENTO,VEREDA PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
6393,2008-06-11,4:40:00,MIERCOLES,VOLCAMIENTO,VEREDA LA MIEL SIN NOMENCLATURA,HERIDOS,LA MIEL,TRAMO DE VIA
6394,2008-06-10,6:50:00,MARTES,CHOQUE,ZONA RURAL VEREDA LA TOLVA,DAÑOS,LA TOLVA,TRAMO DE VIA
6395,2008-06-12,1:00:00,JUEVES,CHOQUE,VIA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6396,2008-06-13,3:00:00,VIERNES,CHOQUE,VIA ACALDAS SECTOR LA RAYA,DAÑOS,LA RAYA,TRAMO DE VIA
6397,2008-06-12,6:00:00,JUEVES,CHOQUE,VIA A ANGELOPOLIS,DAÑOS,EL RAIZAL,TRAMO DE VIA
6398,2008-06-14,4:20:00,SABADO,CHOQUE,VIA PINTADA MEDELLIN,HERIDOS,EL SESENTA,TRAMO DE VIA
6399,2008-06-14,9:30:00,SABADO,CHOQUE,CR 45 X CL 133 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6400,2008-06-04,3:30:00,MIERCOLES,CHOQUE,CRA 50 X CL 117 SUR,DAÑOS,BELLAVISTA,TRAMO DE VIA
6401,2008-05-15,9:30:00,JUEVES,CHOQUE,VIA PINTADA - MEDELLIN  EL 60,DAÑOS,EL SESENTA,TRAMO DE VIA
6402,2008-06-14,5:30:00,SABADO,VOLCAMIENTO,CRA 50 X CL 129 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6403,2008-06-16,8:50:00,LUNES,VOLCAMIENTO,CRA 50 X C L 147 SUR,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
6404,2008-06-13,8:15:00,VIERNES,OTRO,CRA 48 x cl 135SUR,HERIDOS,HOSPITAL,TRAMO DE VIA
6406,2008-06-14,10:50:00,SABADO,CHOQUE,RUTA CALDAS - AMAGA PRIMAVERA LA Y,DAÑOS,PRIMAVERA,TRAMO DE VIA
6407,2008-06-18,3:00:00,MIERCOLES,CHOQUE,VIA CALDAS - AMAGA SECTOR LA TOLVA,DAÑOS,LA TOLVA,TRAMO DE VIA
6408,2008-06-19,5:00:00,JUEVES,VOLCAMIENTO,IVA CALDAS AMAGA,HERIDOS,PRIMAVERA,TRAMO DE VIA
6409,2008-06-20,3:20:00,VIERNES,CHOQUE,CR 51 X CL 131 SUR,DAÑOS,CENTRO,INTERSECCION
6410,2008-06-20,8:30:00,VIERNES,VOLCAMIENTO,LA RAYA SECTOR EL CANO VIA EN RIELES,HERIDOS,LA RAYA,TRAMO DE VIA
6411,2008-06-20,8:30:00,VIERNES,VOLCAMIENTO,CR 49 Nº 133 SUR 10,HERIDOS,CENTRO,TRAMO DE VIA
6412,2008-06-21,6:00:00,SABADO,VOLCAMIENTO,VIA CALDAS - SANTA BARBARA,DAÑOS,EL SESENTA,TRAMO DE VIA
6413,2008-06-21,1:35:00,SABADO,CHOQUE,CR 45 X CL 130 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6414,2008-06-24,6:40:00,MARTES,ATROPELLO,VIA PINTADA - MEDELLIN K 51,HERIDOS,EL SESENTA,VIA PEATONAL
6415,2008-06-24,10:30:00,MARTES,CHOQUE,VIA A EL SESENTA SECTOR LOS LAGOS,DAÑOS,DESCONOCIDO,TRAMO DE VIA
6416,2008-06-28,6:55:00,SABADO,CHOQUE,VIA CALDAS AMAGA,HERIDOS,LA TOLVA,TRAMO DE VIA
6417,2008-06-30,1:00:00,LUNES,ATROPELLO,SALINAS VIA AMAGA - CALDAS SECTOR EL PEAJE,HERIDOS,SALINAS,TRAMO DE VIA
6418,2008-06-25,1:30:00,MIERCOLES,CHOQUE,VIA LA PIN¡TADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6419,2008-06-24,2:55:00,MARTES,CHOQUE,cr 50x cl 124 sur PUNTO REF ESTACION DE SERVICIOS,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
6420,2008-06-22,10:00:00,DOMINGO,ATROPELLO,CL 129 SUR X CRA 56 SECTOR LA PLANTA,HERIDOS,LA VALERIA,TRAMO DE VIA
6421,2008-06-22,7:00:00,DOMINGO,ATROPELLO,CRA 50 X CL 135 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6422,2008-06-24,5:50:00,MARTES,VOLCAMIENTO,CRA 50 X CALLE 124 SUR,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
6423,2008-06-26,5:10:00,JUEVES,VOLCAMIENTO,cr 50 x calle 116 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6424,2008-06-27,1:00:00,VIERNES,VOLCAMIENTO,PRIMAVERA LA Y,HERIDOS,PRIMAVERA,TRAMO DE VIA
6425,2008-06-27,3:00:00,VIERNES,ATROPELLO,CRA 45 X CL 130 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6426,2008-06-28,2:00:00,SABADO,CHOQUE,CRA 50 X CALLE 128 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6427,2008-06-28,10:00:00,SABADO,CHOQUE,CRA 50 X CL 132 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6428,2008-06-28,7:30:00,SABADO,CHOQUE,"VAR9IANTE A CALDAS ""Y"" PRIMAVERA",DAÑOS,PRIMAVERA,TRAMO DE VIA
6429,2008-06-27,5:50:00,VIERNES,CHOQUE,VIA LA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6430,2008-06-29,4:00:00,DOMINGO,CHOQUE,VIA PINTADA -MEDELLIN K 48,DAÑOS,EL SESENTA,TRAMO DE VIA
6431,2008-06-27,5:00:00,VIERNES,VOLCAMIENTO,VIA PINTADA - MEDELLIN K 43,DAÑOS,EL SESENTA,TRAMO DE VIA
6432,2008-06-28,3:15:00,SABADO,CHOQUE,LA VARIANTE X CALLE 134 SUR LA VARIANTE,HERIDOS,LA VARIANTE,INTERSECCION
6433,2008-06-30,3:00:00,LUNES,CHOQUE,LA VARIANTE VIA A CALDAS,HERIDOS,LA VARIANTE,TRAMO DE VIA
6434,2008-06-30,10:00:00,LUNES,ATROPELLO,CRA 50 X CALLE 135 SUR,HERIDOS,HOSPITAL,TRAMO DE VIA
6435,2008-06-22,2:00:00,DOMINGO,VOLCAMIENTO,CRA 50 SECTOR ESTACION DE SERVICIOS PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
6436,2008-06-24,11:00:00,MARTES,VOLCAMIENTO,CRA 48 CL108 B SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6437,2008-06-28,7:20:00,SABADO,CHOQUE,CRA 50 X CL 145 SUR,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
6438,2008-06-28,8:40:00,SABADO,CHOQUE,CRA 50 X CL 145 SUR 81 CENTENARIO,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
6439,2008-07-01,3:10:00,MARTES,CHOQUE,LA VARIANTE A LA ALTURA RESTAURANTE JUNACHERITO,HERIDOS,LA VARIANTE,TRAMO DE VIA
6440,2008-07-02,1:00:00,MIERCOLES,VOLCAMIENTO,CRA 50X CL 131 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6441,2008-07-02,7:00:00,MIERCOLES,CHOQUE,KM 3 VIA AMAGA SECTOR CURVA DEL DIABLO,DAÑOS,LA TOLVA,TRAMO DE VIA
6442,2008-07-02,3:30:00,MIERCOLES,VOLCAMIENTO,VEREDA LA TOLVA,HERIDOS,LA TOLVA,TRAMO DE VIA
6443,2008-07-03,6:50:00,JUEVES,CHOQUE,LA VARIANTE SECTOR SUBESTACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
6444,2008-07-04,6:20:00,VIERNES,CHOQUE,LA VARIANTE DE CALDAS REFERENCIA REST. JUANCHERITO,MUERTOS,LA VARIANTE,TRAMO DE VIA
6445,2008-07-06,11:59:00,DOMINGO,CHOQUE,CRA 50 Nº 135A SUR 14,DAÑOS,CRISTO REY,TRAMO DE VIA
6446,2008-07-06,1:30:00,DOMINGO,CAIDA OCUPANTE,VEREDA LA TOLVA,HERIDOS,LA TOLVA,TRAMO DE VIA
6447,2008-07-07,10:10:00,LUNES,VOLCAMIENTO,VEREDA LA VALERIA SIN NOMENCLATURA,HERIDOS,LA VALERIA,TRAMO DE VIA
6448,2008-06-29,5:30:00,DOMINGO,VOLCAMIENTO,LA VARIANTE A LA ALTURA DELPUENTE DEL RIO LA MIEL,HERIDOS,LA VARIANTE,TRAMO DE VIA
6449,2008-07-11,4:50:00,VIERNES,OTRO,VIA CALDAS - AMAGA,DAÑOS,SALINAS,TRAMO DE VIA
6450,2008-07-09,1:00:00,MIERCOLES,VOLCAMIENTO,VEREDA PRIMAVERA,DAÑOS,PRIMAVERA,TRAMO DE VIA
6451,2008-06-09,9:30:00,LUNES,CHOQUE,VIA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6452,2008-07-08,8:25:00,MARTES,CHOQUE,CR 50 X CL 131 SUR,DAÑOS,CENTRO,INTERSECCION
6453,2008-07-09,6:30:00,MIERCOLES,VOLCAMIENTO,CRA 50 PRIMAVERA SECTOR SIN DEFINIR,HERIDOS,PRIMAVERA,TRAMO DE VIA
6454,2008-07-12,11:00:00,SABADO,VOLCAMIENTO,CRA 40 X CL 125 SUR LA COMARCA VIA LA  MIEL,HERIDOS,LA MIEL,TRAMO DE VIA
6455,2008-07-14,10:00:00,LUNES,CHOQUE,CRA 50 X CL 122 SUR,HERIDOS,LA INMACULADA,TRAMO DE VIA
6456,2008-07-13,10:15:00,DOMINGO,VOLCAMIENTO,CRA 50 X CL 135 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6457,2008-07-13,11:00:00,DOMINGO,CHOQUE,CRA 48 X CL 130 SUR PLAZA MERCADO,DAÑOS,CENTRO,INTERSECCION
6458,2008-07-10,2:00:00,JUEVES,VOLCAMIENTO,CRA 45 X CL 147 PUERTO SECO,HERIDOS,PRIMAVERA,TRAMO DE VIA
6459,2008-07-08,12:00:00,MARTES,CHOQUE,CRA 48 Nº 135 SUR 41,HERIDOS,COREA,TRAMO DE VIA
6460,2008-07-09,6:55:00,MIERCOLES,CHOQUE,CR 45 X CL 128 SUR,HERIDOS,LA VARIANTE,INTERSECCION
6461,2008-07-13,11:00:00,DOMINGO,VOLCAMIENTO,CR 49 X CL 134 SUR,HERIDOS,COREA,INTERSECCION
6462,2008-07-13,9:30:00,DOMINGO,VOLCAMIENTO,CRA 51 X CL 132 SUR,HERIDOS,CENTRO,GLORIETA
6463,2008-07-13,6:30:00,DOMINGO,CAIDA OCUPANTE,CR 50 X CL 113 SUR,HERIDOS,LA RAYA,INTERSECCION
6464,2008-07-16,10:25:00,MIERCOLES,CHOQUE,CL 133 SUR Nº 50 19,DAÑOS,CENTRO,TRAMO DE VIA
