RADICADO,FECHA 1,HORA,DÍA DE LA SEMANA,CLASE,DIRECCIÓN,GRAVEDAD,BARRIO,DISEÑO
8735,2011-08-28,2:45:00,DOMINGO,CHOQUE,CARRERA 45 X CALLE 125 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
8736,2011-08-27,6:50:00,SABADO,CHOQUE,CALLE 130 SUR X CARRERA 54 LA CHUSCALA EL RAIZAL,DAÑOS,LA CHUSCALA,TRAMO DE VIA
8737,2011-09-01,6:40:00,JUEVES,ATROPELLO,CARRERA 50 X CALLE 119 SUR 112,HERIDOS,LA INMACULADA,TRAMO DE VIA
8738,2011-09-01,10:00:00,JUEVES,ATROPELLO,CARRERA 50 X CALLE 129 SUR PARQUE SANTANDER,HERIDOS,CENTRO,INTERSECCION
8739,2011-09-03,1:00:00,SABADO,CHOQUE,CARRERA 50 X CALLE 114 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8740,2011-09-06,7:00:00,MARTES,CAIDA OCUPANTE,CARRERA 50 X CALLE 108 LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8741,2011-09-04,8:00:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 59 JUANCHERITO,DAÑOS,LA VARIANTE,TRAMO DE VIA
8742,2011-09-04,11:20:00,DOMINGO,CHOQUE,CALLE 133 SUR X CARRERA 50 ESQUINA PITUFOS,DAÑOS,CENTRO,TRAMO DE VIA
8743,2011-09-06,10:10:00,MARTES,CHOQUE,CARRERA 50 X KILOMETRO 90 VEREDA SALINAS,HERIDOS,SALINAS,TRAMO DE VIA
8744,2011-08-31,7:50:00,MIERCOLES,CHOQUE,CARRERA 50 X KILOMETRO 47 VIA LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8745,2011-08-31,3:50:00,MIERCOLES,CHOQUE,CARRERA 50 X KILOMETRO 95 LA YE LA MANSA,DAÑOS,PRIMAVERA,TRAMO DE VIA
8746,2011-09-02,3:45:00,VIERNES,CHOQUE,CARRERA 50 X KILOMETRO 54 LA MANSA PRIMEVERA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8747,2011-09-08,7:40:00,JUEVES,CHOQUE,CARRERA 45 X CALLE 128 SUR LA VARIANTE,HERIDOS,LA VARIANTE,INTERSECCION
8748,2011-09-08,9:50:00,JUEVES,CHOQUE,CARRERA 48 X CALLE 128 SUR,DAÑOS,CENTRO,TRAMO DE VIA
8749,2011-09-10,9:50:00,SABADO,CHOQUE,CARRERA 48 X CALLE 136 SUR,DAÑOS,HOSPITAL,LOTE O PREDIO
8750,2011-09-11,2:30:00,DOMINGO,ATROPELLO,CARRERA 45 X CALLE 134 SUR VEREDA LA CORRALA,HERIDOS,LA CORRALITA,TRAMO DE VIA
8751,2011-09-11,2:00:00,DOMINGO,CHOQUE,CARRERA 50 X CALLE 136 SUR  EL CEMENTERIO,DAÑOS,HOSPITAL,TRAMO DE VIA
8752,2011-09-09,10:40:00,VIERNES,CHOQUE,CARRERA 50 X CALLE 113 SUR AL POMBAL LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8753,2011-09-13,5:10:00,MARTES,CHOQUE,CARRERA 50 X CALLE 131 SUR CONSUMO,DAÑOS,CONSUMO,TRAMO DE VIA
8754,2011-09-13,11:05:00,MARTES,CHOQUE,CARRERA 50 X KILOMETRO 91 VIA CALDAS AMAGA,DAÑOS,SALINAS,TRAMO DE VIA
8755,2011-09-15,3:20:00,JUEVES,ATROPELLO,CALLE 129 SUR X CARRERA 57,HERIDOS,CENTRO,TRAMO DE VIA
8756,2011-09-15,9:45:00,JUEVES,OTRO,CARRERA 50 X CALLES 134 Y 135 SUR,HERIDOS,HOSPITAL,TRAMO DE VIA
8757,2011-09-13,11:10:00,MARTES,CHOQUE,CARRERA 50 X KILOMETRO 50 VIA MEDELLIN LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8758,2011-09-17,6:10:00,SABADO,ATROPELLO,CARRERA 50 X CALLE 133 SUR PITUFOS,HERIDOS,CENTRO,TRAMO DE VIA
8759,2011-09-16,10:30:00,VIERNES,CHOQUE,CARRERA 45 LA VARIANTE X CALLE 132 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
8760,2011-09-18,10:05:00,DOMINGO,OTRO,CARRERA 50 X CALLE 138 SUR ENTRADA A LA RIVERA,HERIDOS,CRISTO REY,TRAMO DE VIA
8761,2011-09-17,9:30:00,SABADO,CHOQUE,CARRERA 45 PARQUEADERO ZONA CALDAS,DAÑOS,LA VARIANTE,LOTE O PREDIO
8762,2011-09-14,6:00:00,MIERCOLES,CAIDA OCUPANTE,CARRERA 50 X KILOMETRO 45 VIA MEDELLIN LA PINTADA,HERIDOS,ALTO DE MINAS,TRAMO DE VIA
8763,2011-09-16,2:00:00,VIERNES,CHOQUE,CARRERA 50 X KILOMETRO 52 VIA MEDELLIN LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8764,2011-09-17,7:30:00,SABADO,CAIDA OCUPANTE,CARRERA 50 X CALLE 114 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8765,2011-09-22,11:15:00,JUEVES,CHOQUE,CARRERA 50 X CALLE 107 SUR LA RAYA,DAÑOS,LA RAYA,TRAMO DE VIA
8766,2011-09-22,10:10:00,JUEVES,CAIDA OCUPANTE,CARRERA 50 X CALLE 136 SUR HOSPITAL,HERIDOS,HOSPITAL,TRAMO DE VIA
8767,2011-09-22,8:00:00,JUEVES,CHOQUE,CARRERA 50 X CALLE 123 SUR BOMBA LAS MARGARITAS,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
8768,2011-09-21,11:30:00,MIERCOLES,CHOQUE,CARRERA 50 X CALLE 128 SUR LA TRIGALIA,DAÑOS,LA TRIGALIA,INTERSECCION
8769,2011-09-23,12:10:00,VIERNES,ATROPELLO,CARRERA 50 X KILOMETRO 51 EL SENA LA SALADA,HERIDOS,LA CALLE,TRAMO DE VIA
8770,2011-09-17,7:50:00,SABADO,CHOQUE,CARRERA 50 X KILOMETRO 51 VIA MEDELLIN LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8771,2011-09-24,11:30:00,SABADO,CHOQUE,CARRERA 45 X CALLE 134 SUR LA VARIANTE,DAÑOS,LA VARIANTE,TRAMO DE VIA
8772,2011-09-25,3:50:00,DOMINGO,CHOQUE,CARRERA 50 X CALLE 135 SUR HOSPITAL CEMENTERIO,HERIDOS,HOSPITAL,INTERSECCION
8773,2011-09-25,3:45:00,DOMINGO,ATROPELLO,CARRERA 45 X CVALLE 130 SUR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
8774,2011-09-24,6:20:00,SABADO,CHOQUE,CARRERA 45 X CVALLE 134 SUR LA VARIASNTE EL ESTADIO,HERIDOS,LA VARIANTE,INTERSECCION
8775,2011-09-26,7:30:00,LUNES,CAIDA OCUPANTE,CARRERA 50 X CALLE 134 SUR ESQUINA FLORISTERIA,HERIDOS,CENTRO,INTERSECCION
8776,2011-09-27,2:00:00,MARTES,CAIDA OCUPANTE,CARRERA 50 X CALLE 115 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8777,2011-09-28,9:50:00,MIERCOLES,CHOQUE,CARRERA 45 X KILOMETRO 59 EL VENTILADOR,DAÑOS,LA VARIANTE,TRAMO DE VIA
8778,2011-09-24,8:50:00,SABADO,CHOQUE,CALLE 128 SUR X CARRERA 48 PARQUERADERO LA VALERIA,DAÑOS,CENTRO,LOTE O PREDIO
8779,2011-09-26,3:30:00,LUNES,CAIDA OCUPANTE,CARRERA 48 X CALLE 128 SUR,HERIDOS,CENTRO,INTERSECCION
8780,2011-09-28,4:50:00,MIERCOLES,CHOQUE,CARRERA 50 X CALLE 125 SUR  LA BOMBA DE GASOLINA,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
8781,2011-09-27,6:00:00,MARTES,CHOQUE,CARRERA 50 X KILOMETROP 52 LOS LAGOS EL SENA,HERIDOS,ALTO DE MINAS,TRAMO DE VIA
8782,2011-10-01,6:30:00,SABADO,CHOQUE,CARRERA 50 X KILOMETRO 54 LA MANSA PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
8783,2011-09-30,6:25:00,VIERNES,OTRO,CARRERA 50 X CALLES 134 Y 135 SUR HOSPITAL,HERIDOS,HOSPITAL,TRAMO DE VIA
8784,2011-09-30,7:20:00,VIERNES,ATROPELLO,CARRERA 45 X KILOMETRO 59 LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
8785,2011-09-30,5:30:00,VIERNES,CAIDA OCUPANTE,CARRERA 45 X KILOMETRO 59 EL VENTILADOR,HERIDOS,LA VARIANTE,TRAMO DE VIA
8786,2011-09-29,1:00:00,JUEVES,CHOQUE,CARRERA 45 X KILOMETRO 58 PARADOR LAS VEGAS,DAÑOS,LA VARIANTE,LOTE O PREDIO
8787,2011-10-01,3:30:00,SABADO,CHOQUE,CALLE 129 SUR X CARRERA 53 - 26 LA LOCERIA,DAÑOS,PARQUE LA LOCERIA,TRAMO DE VIA
8788,2011-10-02,4:20:00,DOMINGO,VOLCAMIENTO,CARRERA 50 X CALLE 114 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8789,2011-10-01,4:00:00,SABADO,CHOQUE,CARRERA 50 X CALLE 128 SUR LA TRUIGALIA,DAÑOS,LA TRIGALIA,TRAMO DE VIA
8790,2011-10-03,10:30:00,LUNES,CHOQUE,CALLE 130 SUR X CARRERA 58 VIA ANGELOPOLIS CALDAS,HERIDOS,EL RAIZAL,TRAMO DE VIA
8791,2011-10-03,6:30:00,LUNES,CAIDA OCUPANTE,CARRERA 50 X CALLE 133 SUR EL CARRUSEL,HERIDOS,CENTRO,TRAMO DE VIA
8792,2011-10-03,4:30:00,LUNES,OTRO,CARRERA 50 X CALLE 137 SUR A 55 LOTE EN CRISTO REY,DAÑOS,CRISTO REY,LOTE O PREDIO
8793,2011-10-03,12:11:00,LUNES,CHOQUE,CARRERA 50 X CALLE 127 SUR LA TRIGALIA,DAÑOS,LA TRIGALIA,TRAMO DE VIA
8794,2011-10-01,5:00:00,SABADO,CHOQUE,CARRERA 40 X CALLE 124 SUR 28 LA MIEL,DAÑOS,LA MIEL,TRAMO DE VIA
8795,2011-10-04,4:30:00,MARTES,CHOQUE,CARRERA 50 X CALLE 108 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8796,2011-10-06,5:10:00,JUEVES,ATROPELLO,CARRERA 50 X CALLE 122 SUR LA BOMBA INMACULADA,HERIDOS,LA RAYA,TRAMO DE VIA
8797,2011-10-07,10:30:00,VIERNES,OTRO,CARRERA 50 X CALLE 107 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8798,2011-10-05,5:00:00,MIERCOLES,CHOQUE,CARRERA 50 X KILOMETRO 43 ALTO DE MINAS,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8799,2011-10-07,9:00:00,VIERNES,CHOQUE,CARRERA 50 X KILOMETRO 49 VIA PINTADA MADELLIN,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8800,2011-10-09,11:50:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETYRO 90 VEREDA SALINAS,DAÑOS,SALINAS,TRAMO DE VIA
8801,2011-10-08,12:30:00,SABADO,ATROPELLO,CALLE 129 SUR X CARRERA 55 A -14 CIUDADELA REAL,HERIDOS,PARQUE LA LOCERIA,TRAMO DE VIA
8802,2011-10-10,7:10:00,LUNES,CAIDA OCUPANTE,CARRERA 50 X CALLE 108 LA RAYA - YUNQUE,HERIDOS,LA RAYA,TRAMO DE VIA
8803,2011-10-11,1:10:00,MARTES,CHOQUE,CARRERA 50 X CALLE 108 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8804,2011-10-11,3:00:00,MARTES,CHOQUE,CARRERA 45 X CALLE 128 SUR LA MIEL,HERIDOS,LA VARIANTE,TRAMO DE VIA
8805,2011-10-11,7:10:00,MARTES,ATROPELLO,CARRERA 50 X CALLE 1290SUR PARQUE PRINCIPAL,HERIDOS,CENTRO,INTERSECCION
8806,2011-10-11,8:30:00,MARTES,ATROPELLO,CARRERA 50 X CALLE 108 SUR LA RAYA LA YUNQUE,HERIDOS,LA RAYA,TRAMO DE VIA
8807,2011-10-19,11:30:00,MIERCOLES,CHOQUE,CARRERA 50 X CALLE 145 SUR EL CENTENARIO,DAÑOS,TRICENTENARIO,TRAMO DE VIA
8808,2011-10-17,4:50:00,LUNES,CHOQUE,CARRERA 50 X CALLE 132 SUR EL CARRUSEL,DAÑOS,CENTRO,TRAMO DE VIA
8809,2011-10-14,9:35:00,VIERNES,CHOQUE,CARRERA 45 X CALLE 134 SUR LA CORRALA,DAÑOS,LA CORRALITA,TRAMO DE VIA
8810,2011-10-17,1:40:00,LUNES,CHOQUE,CARRERA 49 X CALLE 127 SUR OLAYA HERRERA,DAÑOS,CENTRO,LOTE O PREDIO
8811,2011-10-15,8:40:00,SABADO,CHOQUE,CARRERA 50 X CALLE 128 SUR 48,DAÑOS,CENTRO,TRAMO DE VIA
8812,2011-10-18,7:00:00,MARTES,CHOQUE,CARRERA 50 X CALLE 138 B LOS CAREZOS,DAÑOS,LOS CEREZOZ,INTERSECCION
8813,2011-10-20,2:15:00,JUEVES,CHOQUE,CALLE 128 SUR X CARRERA 46 BARRIO OLAYA HERRERA,DAÑOS,CENTRO,TRAMO DE VIA
8814,2011-10-14,9:20:00,VIERNES,ATROPELLO,CALLA 128 SUR X CARRERA 47 BARRIO OLAYA HERRERA,HERIDOS,CENTRO,TRAMO DE VIA
8815,2011-10-17,1:00:00,LUNES,ATROPELLO,CALLE 133 SUR X CARRERA 49 ESQUINA SON Y SORBO,HERIDOS,CENTRO,TRAMO DE VIA
8816,2011-10-18,2:50:00,MARTES,CAIDA OCUPANTE,CARRERA 50 X CALLE 122 SUR LA BOMBA DE GASOLINA,HERIDOS,LA INMACULADA,TRAMO DE VIA
8817,2011-10-13,10:00:00,JUEVES,CHOQUE,CARRERA 50 X KILOMETRO 93 VIA AMAGA CALDAS CACHOTIS,DAÑOS,PRIMAVERA,TRAMO DE VIA
8818,2011-10-16,7:30:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 43 ALTO DE MINAS,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8819,2011-10-16,11:00:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 43 ALTO DE MINAS,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8820,2011-10-19,3:00:00,MIERCOLES,CHOQUE,CARRERA 50 X KILOMETRO 91 SALINAS VIA AMAGA CALDAS,DAÑOS,SALINAS,TRAMO DE VIA
8821,2011-10-23,9:40:00,DOMINGO,CHOQUE,CARRERA 51 X CALLE 132 SUR EL CARRUSEL,DAÑOS,PARQUE CARRUSEL,TRAMO DE VIA
8822,2011-10-23,5:10:00,DOMINGO,ATROPELLO,CARRERA 51 X CALLE 142 SUR BARRIO MANDALAY,HERIDOS,MANDALAY,TRAMO DE VIA
8823,2011-10-21,6:40:00,VIERNES,CHOQUE,CARRERA 49 X CALLE 130 SUR ESQUINA ALCALDIA,DAÑOS,CENTRO,INTERSECCION
8824,2011-10-22,11:00:00,SABADO,CHOQUE,CALLE 128 SUR X CARRERA 47 BARRIO OLAYA HERRERA,DAÑOS,CENTRO,TRAMO DE VIA
8825,2011-10-22,9:30:00,SABADO,CHOQUE,CARRERA 52 X CALLE 128 SUR BARRIO LA DOCENA,HERIDOS,LA DOCENA,INTERSECCION
8826,2011-10-21,5:10:00,VIERNES,ATROPELLO,CARRERA 50 X CALLE 127 SUR - 44 ESQUINA MERCADOS EMILIO,HERIDOS,CENTRO,TRAMO DE VIA
8827,2011-08-07,2:30:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 545 LA MANSA PRIMAVERA,MUERTOS,PRIMAVERA,INTERSECCION
8828,2011-10-27,7:00:00,JUEVES,CHOQUE,CARRERA 45 X CALLE 128 SUR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
8829,2011-10-27,1:00:00,JUEVES,ATROPELLO,CALLE 124 SUR X CARRERA 50 B 03 BARRIOM LAS MARGARITAS,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
8830,2011-10-28,9:30:00,VIERNES,CHOQUE,CARRERA 50 X CALLE 108 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8831,2011-10-30,2:30:00,DOMINGO,ATROPELLO,CARRERA 51 X CALLE 128 SUR ESQUINA LA CANOA,HERIDOS,CENTRO,TRAMO DE VIA
8832,2011-10-28,11:40:00,VIERNES,CHOQUE,CARRERA 50 X KILOMETRO 54 VEREDA PRIMAVERA,MUERTOS,PRIMAVERA,TRAMO DE VIA
8833,2011-10-30,11:40:00,DOMINGO,ATROPELLO,CARRERA 54 X CALLE 124 A SUR - 40,HERIDOS,LAS MARGARITAS,PUENTE
8834,2011-10-28,5:50:00,VIERNES,CHOQUE,CARRERA 50 X CALLE 117 SUR 10,HERIDOS,LA RAYA,TRAMO DE VIA
8835,2011-10-30,2:30:00,DOMINGO,CHOQUE,CALLE 128 SUR X CARRERA 50 - 71,DAÑOS,CENTRO,TRAMO DE VIA
8836,2011-10-31,7:30:00,LUNES,CHOQUE,CARRERA 45 X CALLE 128 SUR FRIKO,DAÑOS,LA MIEL,LOTE O PREDIO
8837,2011-10-20,12:00:00,JUEVES,CHOQUE,CARRERA 50 X KILOMETRO 94 LA MANSA PRIMAVERA,DAÑOS,PRIMAVERA,INTERSECCION
8838,2011-10-29,12:40:00,SABADO,CHOQUE,CARRERA 50 X KILOMETRO 53 VIA MEDELLIN ALTO DE MINAS,DAÑOS,ALTO DE MINAS,LOTE O PREDIO
8839,2011-11-01,1:40:00,MARTES,ATROPELLO,CARRER 48 X CALLE 121 SUR LAS MARGARITAS,HERIDOS,LA INMACULADA,TRAMO DE VIA
8840,2011-11-04,8:05:00,VIERNES,CAIDA OCUPANTE,CARRERA 50 X CALLE 127 SUR BARRIO OLAYA HERRERA,HERIDOS,OLAYA HERRERA,TRAMO DE VIA
8841,2011-11-05,1:10:00,SABADO,ATROPELLO,CARRERA 45 X CALLE 133 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
8842,2011-11-07,2:40:00,LUNES,CHOQUE,CARRERA 50 X KILOMETRO 54 LA MANSA PRIMEVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
8843,2011-11-06,3:00:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 54 LA MANSA PRIMAVERA,DAÑOS,PRIMAVERA,TRAMO DE VIA
8844,2011-11-03,6:30:00,JUEVES,ATROPELLO,CARRERA 51 X CALLE 123 SUR LAS MARGARITAS,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
8845,2011-11-03,1:30:00,JUEVES,CHOQUE,carrera 50 x kilometro 54 vereda primavera,HERIDOS,PRIMAVERA,TRAMO DE VIA
8846,2011-11-03,2:10:00,JUEVES,CHOQUE,CARRERA 50 X CALLE 144 SUR BARRIO CENTENARIO,HERIDOS,TRICENTENARIO,TRAMO DE VIA
8847,2011-11-05,1:30:00,SABADO,CHOQUE,CARRERA 45 X CALLE 134 SUR LA VARIANTE,DAÑOS,LA VARIANTE,TRAMO DE VIA
8848,2011-11-06,4:00:00,DOMINGO,CHOQUE,CARRERA 50 X CALLE 142 SUR LOS CEREZOS,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
8849,2011-11-06,11:45:00,DOMINGO,ATROPELLO,CARRERA 50 X CALLE 136 SUR EL CEMENTERIO,HERIDOS,CRISTO REY,TRAMO DE VIA
8850,2011-11-07,1:50:00,LUNES,CHOQUE,CARRERA 45 KILOMETRO 02,DAÑOS,LA VARIANTE,TRAMO DE VIA
8851,2011-11-03,7:30:00,JUEVES,CHOQUE,CARRERA 50 X KILOMETRO 54 LA MANSA PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
8852,2011-11-01,7:50:00,MARTES,CHOQUE,CARRERA 50 X KILOMETRO 95 LA MANSA PRIMAVERA,DAÑOS,PRIMAVERA,TRAMO DE VIA
8853,2011-11-06,10:00:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETROP 43 VIA MADELLIN CALDAS,HERIDOS,ALTO DE MINAS,TRAMO DE VIA
8854,2011-11-06,9:30:00,DOMINGO,ATROPELLO,CALLE 131 SUR X CARRERA 50 ESQUINA CONSUMO,HERIDOS,CONSUMO,INTERSECCION
8855,2011-11-09,5:40:00,MIERCOLES,CHOQUE,CARRERA 50 X CALLE 110 SUR - 142,DAÑOS,LA RAYA,TRAMO DE VIA
8856,2011-11-09,5:15:00,MIERCOLES,ATROPELLO,CARRERA 50 X CALLE 130 SUR ESQUINA PEATONAL,HERIDOS,CENTRO,TRAMO DE VIA
8857,2011-11-11,10:00:00,VIERNES,CHOQUE,CALLE 130 SUR X KILOMETRO 01 VIA ANGELOPOLIS,HERIDOS,LA CHUSCALA,TRAMO DE VIA
8858,2011-11-12,1:00:00,SABADO,CHOQUE,CARRERA 50 X KILOMETRO 54 PRIMAVERA LA MANSA,DAÑOS,PRIMAVERA,INTERSECCION
8859,2011-11-11,9:10:00,VIERNES,CHOQUE,CALLE 130 SUR X CARRERA 49,DAÑOS,CENTRO,TRAMO DE VIA
8860,2011-11-13,1:10:00,DOMINGO,CHOQUE,CARRERA 50 X CALLE 128 SUER LA TRIGALIA,DAÑOS,LA TRIGALIA,INTERSECCION
8861,2011-11-13,2:15:00,DOMINGO,CHOQUE,CARRERA 50 X CALLE 114 - 177 LA YUNQUE LA RAYA,DAÑOS,LA RAYA,TRAMO DE VIA
8862,2011-11-13,5:30:00,DOMINGO,ATROPELLO,CARRERA 45 X CALLE 134 SUR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
8863,2011-11-12,3:50:00,SABADO,CAIDA OCUPANTE,CARRERA 53 X CALLE 130 SUR LA LOCERIA,HERIDOS,PARQUE LA LOCERIA,TRAMO DE VIA
8864,2011-11-11,6:00:00,VIERNES,CHOQUE,CARRERA 50 X CALLE 124 SUR BOMBAS,HERIDOS,LA RAYA,TRAMO DE VIA
8865,2011-11-16,1:00:00,MIERCOLES,ATROPELLO,CARRERA 50 X CALLE 140 SUR MANDALAY,HERIDOS,MANDALAY,TRAMO DE VIA
8866,2011-11-10,7:00:00,JUEVES,CHOQUE,CARRERA 50 X KILOMETRO 54 VIA CALDAS LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8867,2011-11-12,3:40:00,SABADO,CHOQUE,CARRERA 50 X KILOMETRO 45 VIA CALDAS LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8868,2011-11-14,6:30:00,LUNES,CHOQUE,CARRERA 50 X KILOMEYTRO 49 VIA PINTADA MEDELLIN,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8869,2011-11-14,11:40:00,LUNES,ATROPELLO,CARRERA 51 X CALLE 132 SUR EL CARRUSEL,HERIDOS,CENTRO,INTERSECCION
8870,2011-11-14,3:00:00,LUNES,CHOQUE,CALLE 129 SUR X CARRERAR 55 BARRIO LA PLANTA,HERIDOS,PARQUE LA LOCERIA,TRAMO DE VIA
8871,2011-11-14,3:30:00,LUNES,CHOQUE,CARRERA 53 X CALLE 131 SUR PARQUE LA LOCERIA,HERIDOS,PARQUE LA LOCERIA,INTERSECCION
8872,2011-11-16,5:10:00,MIERCOLES,CHOQUE,CARRERA 50 X KILOMETRO 51 VIA EL  SENA LA CLARA,DAÑOS,LA CLARA,INTERSECCION
8873,2011-11-17,2:20:00,JUEVES,CHOQUE,CALLE 128 SUR X CARRERA 51 - 33,DAÑOS,CENTRO,TRAMO DE VIA
8874,2011-11-20,6:50:00,DOMINGO,ATROPELLO,CARRERA 45 X CALLE 134 SUR LA VARIANTE,HERIDOS,LA VARIANTE,INTERSECCION
8875,2011-11-20,12:00:00,DOMINGO,CHOQUE,CALLE 134 SUR X CARRERA 49 HOSPITAL,DAÑOS,HOSPITAL,INTERSECCION
8876,2011-11-16,2:15:00,MIERCOLES,ATROPELLO,CARRERA 45 X CALLE 113 SUR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
8877,2011-11-18,7:10:00,VIERNES,CHOQUE,CARRERA 45 X CALLE 125SUR LA VARIANTE,DAÑOS,LA VARIANTE,TRAMO DE VIA
8878,2011-11-16,5:10:00,MIERCOLES,OTRO,CARRERA 50 X CALLE 123 SUR LA RAYA,HERIDOS,LA RAYA,TRAMO DE VIA
8879,2011-11-16,4:00:00,MIERCOLES,CHOQUE,CARRERA 50 X CALLE 130 SUR ESQUINA PEATONAL,DAÑOS,CENTRO,TRAMO DE VIA
8880,2011-11-18,9:35:00,VIERNES,ATROPELLO,CARRERA 50 X CALLE 142 SUR LOS CEREZOS,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
8881,2011-11-21,9:50:00,LUNES,CHOQUE,CARRERA 48 X CALLE 128 SUR,DAÑOS,CENTRO,INTERSECCION
8882,2011-11-16,10:00:00,MIERCOLES,CAIDA OCUPANTE,CARRERA 50 X CALLE 127 SUR BARRIO OLAYA HERRERA,HERIDOS,OLAYA HERRERA,INTERSECCION
8883,2011-11-21,5:30:00,LUNES,CHOQUE,CARRERA 50 X CALLE 135 SUR BARRIO CRISTO REY,HERIDOS,CRISTO REY,INTERSECCION
8884,2011-11-21,6:10:00,LUNES,CHOQUE,CARRERA 50 X CALLE 142 SUR BARRIO LOS CEREZOS,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
8885,2011-11-17,7:40:00,JUEVES,CHOQUE,CARRERA 50 X KILOMETRO 53 VIA LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8886,2011-11-20,8:00:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 46 VIA LA PINTADA,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8887,2011-11-20,5:00:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 54 LA MANSA PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
8888,2011-11-23,9:00:00,MIERCOLES,CHOQUE,CARRERA 50 X KILOMETRO 45 EL SESENTA,DAÑOS,EL SESENTA,TRAMO DE VIA
8889,2011-11-24,12:30:00,JUEVES,CHOQUE,CARRERA 45 X KILOMETRO 50 LA VARIANTE,DAÑOS,LA VARIANTE,TRAMO DE VIA
8890,2011-11-24,1:00:00,JUEVES,CHOQUE,CARRERA 50 X KILOMETRO 47 VIA PINTADA MEDELLIN,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
8891,2011-11-23,7:00:00,MIERCOLES,CHOQUE,CALLE 128 SUR X CARRERA 45 - 22,DAÑOS,LA VARIANTE,TRAMO DE VIA
8892,2011-11-26,5:00:00,SABADO,ATROPELLO,CARRERA 45 X CALLE 129 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
8893,2011-11-27,12:00:00,DOMINGO,CHOQUE,CALLE 1312 SUR X CARRERA 51,HERIDOS,CENTRO,INTERSECCION
8894,2011-11-27,7:30:00,DOMINGO,CHOQUE,CARRERA 54 X CALLE 130 SUR LA LOCERIA,HERIDOS,PARQUE LA LOCERIA,TRAMO DE VIA
8895,2011-11-20,6:40:00,DOMINGO,CHOQUE,CARRERA 50 X KILOMETRO 90 VIA SALINAS,DAÑOS,PRIMAVERA,TRAMO DE VIA
8896,2011-11-24,7:10:00,JUEVES,CHOQUE,CARRERA 50 X KILOMETRO 47 VIA CALDAS LA PINTADA,HERIDOS,ALTO DE MINAS,TRAMO DE VIA
